"COMPOUND_ID"|"COMPOUND_NAME"|"FORMULA"|"MASS"|"KNAPSACK_ID"|"NP_ATLAS_ID"|"BIOLOGICAL_ACTIVITY"|"INCHI"|"INCHI_KEY"|"SMILES"
"189268"|"Asperchalasine H"|"C33H41NO8"|"579.2832"|"N|"25532"|"N|"InChI=1S/C33H41NO8/c1-12(2)9-18-24-15(5)14(4)11-17-10-13(3)7-8-19(35)26(37)22-23(31(40)33(17,24)32(41)34-18)29-20-16(6)25(36)28(39)27(38)21(20)30(22)42-29/h10-12,15,17-19,22-24,29-30,35-36,38-39H,7-9H2,1-6H3,(H,34,41)/b13-10+/t15-,17+,18+,19-,22-,23+,24+,29+,30-,33+/m1/s1"|"KQRAUHDTXGNMBP-BGLLXYPUSA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C(/CC[C@H](C(=O)[C@H]4[C@H](C3=O)[C@@H]5C6=C([C@H]4O5)C(=C(C(=C6C)O)O)O)O)\C)C=C1C)CC(C)C"
"189269"|"Flavipesine B"|"C24H37NO5"|"419.2672"|"N|"25533"|"N|"InChI=1S/C24H37NO5/c1-13(2)10-17-18-14(3)15(12-26)11-16-19-21(4,28)6-5-7-22(19)8-9-23(29,30-22)24(16,18)20(27)25-17/h11,13-14,16-19,26,28-29H,5-10,12H2,1-4H3,(H,25,27)/t14-,16-,17+,18+,19+,21-,22-,23+,24-/m1/s1"|"QATSZQQBBVIJIU-HXOPXJDBSA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@H](C=C1CO)[C@H]4[C@](CCC[C@@]45CC[C@@]3(O5)O)(C)O)CC(C)C"
"189270"|"Flavipesine A"|"C24H35NO4"|"401.2566"|"N|"25534"|"N|"InChI=1S/C24H35NO4/c1-12(2)10-17-20-15(5)14(4)11-16-19-13(3)6-7-18(26)22(19)8-9-23(28,29-22)24(16,20)21(27)25-17/h11-12,15-20,26,28H,3,6-10H2,1-2,4-5H3,(H,25,27)/t15-,16-,17+,18-,19-,20+,22+,23+,24-/m1/s1"|"BNJUYPZDFJSNCX-MNWGYRPNSA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@H](C=C1C)[C@H]4C(=C)CC[C@H]([C@@]45CC[C@@]3(O5)O)O)CC(C)C"
"189271"|"Asperchalasine G"|"C33H41NO8"|"579.2832"|"N|"25535"|"N|"InChI=1S/C33H41NO8/c1-12(2)9-18-24-15(5)14(4)11-17-10-13(3)7-8-19(35)26(37)22-23(31(40)33(17,24)32(41)34-18)30-21-20(29(22)42-30)16(6)25(36)28(39)27(21)38/h10-12,15,17-19,22-24,29-30,35-36,38-39H,7-9H2,1-6H3,(H,34,41)/b13-10+/t15-,17+,18+,19-,22-,23+,24+,29+,30-,33+/m1/s1"|"VXSFNCZBMWVMDW-BGLLXYPUSA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C(/CC[C@H](C(=O)[C@H]4[C@H](C3=O)[C@H]5C6=C([C@@H]4O5)C(=C(C(=C6O)O)O)C)O)\C)C=C1C)CC(C)C"
"189272"|"Asperchalasine F"|"C33H41NO8"|"579.2832"|"N|"25536"|"N|"InChI=1S/C33H41NO8/c1-12(2)9-18-24-15(5)14(4)11-17-10-13(3)7-8-19(35)26(37)22-23(31(40)33(17,24)32(41)34-18)29-20-16(6)25(36)28(39)27(38)21(20)30(22)42-29/h10-12,15,17-19,22-24,29-30,35-36,38-39H,7-9H2,1-6H3,(H,34,41)/b13-10+/t15-,17+,18+,19-,22-,23+,24+,29-,30+,33+/m1/s1"|"KQRAUHDTXGNMBP-XGBDJWMISA-N"|"C[C@H]1[C@H]2[C@@H](NC(=O)[C@@]23[C@@H](/C=C(/CC[C@H](C(=O)[C@H]4[C@H](C3=O)[C@H]5C6=C([C@@H]4O5)C(=C(C(=C6C)O)O)O)O)\C)C=C1C)CC(C)C"
"189273"|"Asperflotone"|"C28H40O8"|"504.2723"|"N|"25565"|"N|"InChI=1S/C28H40O8/c1-10(2)11(3)18(30)21-12(4)16-22(35-21)15-14-17(20(32)24(34)27(16,6)23(15)33)26(5)8-7-13(29)9-28(26)25(36-28)19(14)31/h10-13,15-16,18-19,21-22,24-25,29-31,34H,7-9H2,1-6H3/t11-,12+,13+,15+,16+,18-,19+,21-,22+,24+,25-,26-,27-,28-/m1/s1"|"JODFSCGPPBUGHT-GSXQHPSLSA-N"|"CC(C)[C@@H](C)[C@@H](O)[C@@H]1O[C@H]2[C@H]3C(=O)[C@](C)([C@@H](O)C(=O)C4=C3[C@H](O)[C@H]3O[C@]35C[C@@H](O)CC[C@]45C)[C@H]2[C@@H]1C"
"189274"|"Asperfloroid"|"C28H40O7"|"488.2774"|"N|"25566"|"N|"InChI=1S/C28H40O7/c1-12(2)13(3)22(31)24-14(4)19-18(35-24)11-28(34)20-17(30)10-15-9-16(29)7-8-26(15,5)21(20)23(32)25(33)27(19,28)6/h10,12-14,16,18-19,22,24-25,29,31,33-34H,7-9,11H2,1-6H3/t13-,14+,16+,18+,19+,22-,24-,25+,26+,27+,28+/m1/s1"|"KAWJFORYVWDFHD-DDKJNFERSA-N"|"CC(C)[C@@H](C)[C@@H](O)[C@@H]1O[C@H]2C[C@]3(O)C4=C(C(=O)[C@H](O)[C@]3(C)[C@H]2[C@@H]1C)[C@@]1(C)CC[C@H](O)CC1=CC4=O"
"189275"|"Amiaspochalasin A"|"C24H35NO4"|"401.2566"|"N|"25582"|"N|"InChI=1S/C24H35NO4/c1-14(2)12-19-22-17(5)16(4)13-18-9-6-8-15(3)20(26)10-7-11-21(27)29-24(18,22)23(28)25-19/h6-7,9-10,13-15,17-20,22,26H,8,11-12H2,1-5H3,(H,25,28)/t15-,17+,18-,19-,20-,22-,24+/m0/s1"|"GJGYPEJFZWTPPJ-ZJTXNXRFSA-N"|"CC1=C[C@@H]2C=CC[C@H](C)[C@@H](O)C=CCC(=O)O[C@]23C(=O)N[C@@H](CC(C)C)[C@@H]3[C@@H]1C"
"189276"|"Amiaspochalasin B"|"C24H35NO4"|"401.2566"|"N|"25583"|"N|"InChI=1S/C24H35NO4/c1-12(2)9-19-21-15(5)14(4)10-18-20-13(3)7-6-8-16(26)11-17(20)22(27)29-24(18,21)23(28)25-19/h7,10,12,15-21,26H,6,8-9,11H2,1-5H3,(H,25,28)/t15-,16+,17+,18-,19+,20+,21+,24-/m1/s1"|"DKJFRKAZQYSNMC-URGYEAKNSA-N"|"CC1=C[C@@H]2[C@H]3C(C)=CCC[C@H](O)C[C@@H]3C(=O)O[C@]23C(=O)N[C@@H](CC(C)C)[C@@H]3[C@@H]1C"
"189277"|"Amiaspochalasin C"|"C24H35NO5"|"417.2515"|"N|"25584"|"N|"InChI=1S/C24H35NO5/c1-11(2)8-17-21-14(5)13(4)9-16-20-12(3)6-7-18(26)19(27)10-15(20)22(28)30-24(16,21)23(29)25-17/h6,9,11,14-21,26-27H,7-8,10H2,1-5H3,(H,25,29)/t14-,15+,16-,17+,18+,19-,20+,21+,24-/m1/s1"|"HGTZECQHPGDRBK-ITCVUWATSA-N"|"CC1=C[C@@H]2[C@H]3C(C)=CC[C@H](O)[C@H](O)C[C@@H]3C(=O)O[C@]23C(=O)N[C@@H](CC(C)C)[C@@H]3[C@@H]1C"
"189278"|"Amiaspochalasin D"|"C24H35NO5"|"417.2515"|"N|"25585"|"N|"InChI=1S/C24H35NO5/c1-13(2)10-18-22-16(5)15(4)12-17-11-14(3)6-7-19(26)20(27)8-9-21(28)30-24(17,22)23(29)25-18/h8-9,11-13,16-20,22,26-27H,6-7,10H2,1-5H3,(H,25,29)/t16-,17+,18+,19-,20+,22+,24-/m1/s1"|"TYOGSRFPSVCJQL-OOCMBVJGSA-N"|"CC1=C[C@H]2C=C(C)[C@@H](C)[C@H]3[C@H](CC(C)C)NC(=O)[C@@]23OC(=O)C=C[C@H](O)[C@H](O)CC1"
"189279"|"Amiaspochalasin E"|"C24H35NO4"|"401.2566"|"N|"25586"|"N|"InChI=1S/C24H35NO4/c1-14(2)11-20-22-17(5)16(4)13-18-12-15(3)7-6-8-19(26)9-10-21(27)29-24(18,22)23(28)25-20/h9-10,12-14,17-20,22,26H,6-8,11H2,1-5H3,(H,25,28)/t17-,18+,19-,20+,22+,24-/m1/s1"|"HXVGXVHKKDWYHZ-SIQGPMEWSA-N"|"CC1=C[C@H]2C=C(C)[C@@H](C)[C@H]3[C@H](CC(C)C)NC(=O)[C@@]23OC(=O)C=C[C@H](O)CCC1"
"189280"|"Amiaspochalasin F"|"C25H39NO6"|"449.2777"|"N|"25587"|"N|"InChI=1S/C25H39NO6/c1-14(2)11-19-23-17(5)16(4)13-18(25(23,31)24(30)26-19)12-15(3)7-8-20(27)21(28)9-10-22(29)32-6/h9-10,12-14,17-21,23,27-28,31H,7-8,11H2,1-6H3,(H,26,30)/t17-,18+,19+,20-,21+,23+,25-/m1/s1"|"YUXUTEAAGHFKKH-BRLLOTTCSA-N"|"COC(=O)C=C[C@H](O)[C@H](O)CCC(C)=C[C@H]1C=C(C)[C@@H](C)[C@H]2[C@H](CC(C)C)NC(=O)[C@@]12O"
"189281"|"Amiaspochalasin G"|"C25H39NO5"|"433.2828"|"N|"25588"|"N|"InChI=1S/C25H39NO5/c1-15(2)12-21-23-18(5)17(4)14-19(25(23,30)24(29)26-21)13-16(3)8-7-9-20(27)10-11-22(28)31-6/h10-11,13-15,18-21,23,27,30H,7-9,12H2,1-6H3,(H,26,29)/t18-,19+,20-,21+,23+,25-/m1/s1"|"MVKLCSLMWIZPQJ-SKUCSUNVSA-N"|"COC(=O)C=C[C@H](O)CCCC(C)=C[C@H]1C=C(C)[C@@H](C)[C@H]2[C@H](CC(C)C)NC(=O)[C@@]12O"
"189282"|"Amiaspochalasin H"|"C24H35NO5"|"417.2515"|"N|"25589"|"N|"InChI=1S/C24H35NO5/c1-13(2)10-18-22-16(5)15(4)12-17-11-14(3)6-7-19(26)20(27)8-9-21(28)30-24(17,22)23(29)25-18/h11-13,16-18,20,22,27H,6-10H2,1-5H3,(H,25,29)/t16-,17+,18+,20+,22+,24-/m1/s1"|"MPMJLHQXZNLSCP-QXNZBSIWSA-N"|"CC1=C[C@H]2C=C(C)[C@@H](C)[C@H]3[C@H](CC(C)C)NC(=O)[C@@]23OC(=O)CC[C@H](O)C(=O)CC1"
"189283"|"Caletasin"|"C35H47N5O6"|"633.3526"|"N|"25620"|"N|"InChI=1S/C35H47N5O6/c1-21(2)18-26-35(46)40-17-9-12-28(40)31(42)38-30(22(3)4)33(44)37-27(19-24-13-15-25(41)16-14-24)34(45)39(5)29(32(43)36-26)20-23-10-7-6-8-11-23/h6-8,10-11,13-16,21-22,26-30,41H,9,12,17-20H2,1-5H3,(H,36,43)(H,37,44)(H,38,42)/t26-,27-,28-,29-,30+/m0/s1"|"DECSOYHXYHUQNR-VFFRCKCKSA-N"|"CC(C)C[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C1=O"
"189284"|"Circumdatin M"|"C18H13N3O4"|"335.0906"|"N|"25627"|"N|"InChI=1S/C18H13N3O4/c22-13-7-9-25-15-14(13)19-16-12-6-3-8-20(12)17(23)10-4-1-2-5-11(10)21(16)18(15)24/h1-2,4-5,7,9,12H,3,6,8H2/t12-/m1/s1"|"IFIGUYSVQWTYDX-GFCCVEGCSA-N"|"O=C1C2=CC=CC=C2N2C(=NC3=C(OC=CC3=O)C2=O)[C@H]2CCCN12"
"189285"|"Asperterpenoid B"|"C25H36O4"|"400.2614"|"N|"25780"|"N|"InChI=1S/C25H36O4/c1-13(2)14-7-8-23(3)9-10-25(22(28)29)11-16-15(21(26)27)5-6-17(16)24(4)12-18(24)20(25)19(14)23/h13-14,17-20H,5-12H2,1-4H3,(H,26,27)(H,28,29)/t14-,17-,18-,19+,20+,23+,24+,25+/m1/s1"|"VHYIXEUPLWPJOV-JZHZUCQKSA-N"|"CC(C)[C@H]1CC[C@@]2(C)CC[C@]3(C(=O)O)CC4=C(C(=O)O)CC[C@H]4[C@]4(C)C[C@@H]4[C@H]3[C@H]12"
"189286"|"Asperterpenoid C"|"C25H38O4"|"402.277"|"N|"25781"|"N|"InChI=1S/C25H38O4/c1-13(2)15-9-19(27)23(3)7-8-25(12-26)10-16-14(22(28)29)5-6-17(16)24(4)11-18(24)21(25)20(15)23/h13,15,17-21,26-27H,5-12H2,1-4H3,(H,28,29)/t15-,17-,18-,19-,20+,21+,23-,24+,25-/m1/s1"|"HOJAIZSMUNKBJQ-SXFKLJQYSA-N"|"CC(C)[C@H]1C[C@@H](O)[C@@]2(C)CC[C@]3(CO)CC4=C(C(=O)O)CC[C@H]4[C@]4(C)C[C@@H]4[C@H]3[C@H]12"
"189287"|"Versispiroketal A"|"C17H18O6"|"318.1103"|"N|"25783"|"N|"InChI=1S/C17H18O6/c1-8-4-10(18)13-11(5-8)22-17(23-13)14-9(2)6-12(19)16(17,21)7-15(14,3)20/h4-6,14,18,20-21H,7H2,1-3H3/t14-,15-,16+,17+/m0/s1"|"WCQUEOCSRZTIPC-MWDXBVQZSA-N"|"CC1=CC(=O)[C@]2(O)C[C@](C)(O)[C@H]1[C@]21OC2=C(O1)C(O)=CC(C)=C2"
"189288"|"Preaspernidgulene A1"|"C24H30O5"|"398.2093"|"N|"25821"|"N|"InChI=1S/C24H30O5/c1-15(12-16(2)13-17(3)14-21(25)26)10-8-7-9-11-18(4)23-19(5)22(27)20(6)24(28)29-23/h7-14,19,23,27H,1-6H3,(H,25,26)/t19-,23+/m1/s1"|"PZEYJJNSSWZZBI-XXBNENTESA-N"|"CC(=CC(=O)O)C=C(C)C=C(C)C=CC=CC=C(C)[C@@H]1OC(=O)C(C)=C(O)[C@H]1C"
"189289"|"Preaspernidgulene A2"|"C25H32O5"|"412.225"|"N|"25822"|"N|"InChI=1S/C25H32O5/c1-16(13-17(2)14-18(3)15-21(26)27)11-9-8-10-12-19(4)23-25(6,7)22(28)20(5)24(29)30-23/h8-15,23,28H,1-7H3,(H,26,27)/t23-/m0/s1"|"KMLFNHCEOOZYJG-QHCPKHFHSA-N"|"CC(=CC(=O)O)C=C(C)C=C(C)C=CC=CC=C(C)[C@@H]1OC(=O)C(C)=C(O)C1(C)C"
"189290"|"Aspernidgulene A1"|"C24H34O6"|"418.2355"|"N|"25823"|"N|"InChI=1S/C24H34O6/c1-13(18-14(2)19(25)24(7,29)16(18)4)11-9-8-10-12-23(6)17(5)22(28)30-20(23)15(3)21(26)27/h8-12,14-18,20,29H,1-7H3,(H,26,27)/t14-,15+,16+,17-,18-,20-,23+,24+/m0/s1"|"FTWALXVHOVPIMY-APCWBBGJSA-N"|"CC(=CC=CC=C[C@@]1(C)[C@H]([C@@H](C)C(=O)O)OC(=O)[C@@H]1C)[C@H]1[C@H](C)C(=O)[C@](C)(O)[C@@H]1C"
"189291"|"Aspernidgulene A2"|"C24H34O6"|"418.2355"|"N|"25824"|"N|"InChI=1S/C24H34O6/c1-13(18-14(2)19(25)24(7,29)16(18)4)11-9-8-10-12-23(6)17(5)22(28)30-20(23)15(3)21(26)27/h8-12,14-18,20,29H,1-7H3,(H,26,27)/t14-,15+,16+,17-,18-,20-,23+,24-/m0/s1"|"FTWALXVHOVPIMY-ODGBNMGXSA-N"|"CC(=CC=CC=C[C@@]1(C)[C@H]([C@@H](C)C(=O)O)OC(=O)[C@@H]1C)[C@H]1[C@H](C)C(=O)[C@@](C)(O)[C@@H]1C"
"189292"|"Aspernidgulene B1"|"C24H34O5"|"402.2406"|"N|"25825"|"N|"InChI=1S/C24H34O5/c1-8-16(3)20(25)17(4)14-15(2)12-10-9-11-13-24(7)19(6)23(28)29-21(24)18(5)22(26)27/h9-14,16,18-19,21H,8H2,1-7H3,(H,26,27)/t16?,18-,19+,21+,24-/m1/s1"|"QRNBVOYUUUAEPL-YVCRGICASA-N"|"CCC(C)C(=O)C(C)=CC(C)=CC=CC=C[C@@]1(C)[C@H]([C@@H](C)C(=O)O)OC(=O)[C@@H]1C"
"189293"|"Aspernidgulene B2"|"C24H34O5"|"402.2406"|"N|"25826"|"N|"InChI=1S/C24H34O5/c1-8-16(3)20(25)17(4)14-15(2)12-10-9-11-13-24(7)19(6)23(28)29-21(24)18(5)22(26)27/h8-14,18-21,25H,1-7H3,(H,26,27)/t18-,19+,20?,21+,24-/m1/s1"|"LLPMFUMHVUYYMI-DRIUQXDWSA-N"|"CC=C(C)C(O)C(C)=CC(C)=CC=CC=C[C@@]1(C)[C@H]([C@@H](C)C(=O)O)OC(=O)[C@@H]1C"
"189294"|"Wentixanthone A"|"C20H18O10"|"418.09"|"N|"25841"|"N|"InChI=1S/C20H18O10/c1-8-3-11(19(26)28-2)15-17(25)16-12(24)4-9(22)5-13(16)30-18(15)14(8)20(27)29-7-10(23)6-21/h3-5,10,21-24H,6-7H2,1-2H3/t10-/m0/s1"|"LQGDSHBIUYDSQX-JTQLQIEISA-N"|"COC(=O)C1=CC(C)=C(C(=O)OC[C@@H](O)CO)C2=C1C(=O)C1=C(O)C=C(O)C=C1O2"
"189295"|"Wentiphenone A"|"C21H22O11"|"450.1162"|"N|"25842"|"N|"InChI=1S/C21H22O11/c1-9-4-12(20(28)31-3)16(18(27)17-13(25)5-10(23)6-14(17)26)19(30-2)15(9)21(29)32-8-11(24)7-22/h4-6,11,22-26H,7-8H2,1-3H3/t11-/m0/s1"|"BDEZNTZSCJCFAT-NSHDSACASA-N"|"COC(=O)C1=CC(C)=C(C(=O)OC[C@@H](O)CO)C(OC)=C1C(=O)C1=C(O)C=C(O)C=C1O"
"189296"|"Wentibianthrone B"|"C36H32O12"|"656.1894"|"N|"25843"|"N|"InChI=1S/C36H32O12/c1-14-5-19-27(22-10-18(46-3)11-25(47-4)31(22)34(43)29(19)23(40)6-14)28-20-7-15(2)26(36(45)48-13-17(39)12-37)33(42)32(20)35(44)30-21(28)8-16(38)9-24(30)41/h5-11,17,27-28,37-42H,12-13H2,1-4H3/t17-,27?,28?/m0/s1"|"CHNYWESALWQWFE-UYFYBKGWSA-N"|"COC1=CC(OC)=C2C(=O)C3=C(O)C=C(C)C=C3C(C3C4=CC(O)=CC(O)=C4C(=O)C4=C(O)C(C(=O)OC[C@@H](O)CO)=C(C)C=C43)C2=C1"
"189297"|"(10S,10'S)-wentibianthrone A"|"C35H30O12"|"642.1737"|"N|"25844"|"N|"InChI=1S/C35H30O12/c1-13-4-18-26(21-9-17(46-3)10-24(41)30(21)33(43)28(18)22(39)5-13)27-19-6-14(2)25(35(45)47-12-16(38)11-36)32(42)31(19)34(44)29-20(27)7-15(37)8-23(29)40/h4-10,16,26-27,36-42H,11-12H2,1-3H3/t16-,26-,27-/m0/s1"|"YDKPGQXHCPSPPY-BLHYWNLJSA-N"|"COC1=CC(O)=C2C(=O)C3=C(O)C=C(C)C=C3[C@H]([C@@H]3C4=CC(O)=CC(O)=C4C(=O)C4=C(O)C(C(=O)OC[C@@H](O)CO)=C(C)C=C43)C2=C1"
"189298"|"(10S,10'R)-wentibianthrone A"|"C35H30O12"|"642.1737"|"N|"25845"|"N|"InChI=1S/C35H30O12/c1-13-4-18-26(21-9-17(46-3)10-24(41)30(21)33(43)28(18)22(39)5-13)27-19-6-14(2)25(35(45)47-12-16(38)11-36)32(42)31(19)34(44)29-20(27)7-15(37)8-23(29)40/h4-10,16,26-27,36-42H,11-12H2,1-3H3/t16-,26-,27+/m0/s1"|"YDKPGQXHCPSPPY-YWCGKUAGSA-N"|"COC1=CC(O)=C2C(=O)C3=C(O)C=C(C)C=C3[C@H]([C@H]3C4=CC(O)=CC(O)=C4C(=O)C4=C(O)C(C(=O)OC[C@@H](O)CO)=C(C)C=C43)C2=C1"
"189299"|"(10R,10′S)-wentibianthrone C"|"C33H28O8"|"552.1784"|"N|"25846"|"N|"InChI=1S/C33H28O8/c1-14-6-18-26(20-10-16(34)11-24(40-4)30(20)32(37)28(18)22(35)8-14)27-19-7-15(2)9-23(36)29(19)33(38)31-21(27)12-17(39-3)13-25(31)41-5/h6-13,26-27,34-36H,1-5H3/t26-,27+/m0/s1"|"BWKZQMHHIFWJID-RRPNLBNLSA-N"|"COC1=CC(OC)=C2C(=O)C3=C(O)C=C(C)C=C3[C@@H]([C@H]3C4=CC(C)=CC(O)=C4C(=O)C4=C(OC)C=C(O)C=C43)C2=C1"
"189300"|"(10R,10′R)-wentibianthrone C"|"C33H28O8"|"552.1784"|"N|"25847"|"N|"InChI=1S/C33H28O8/c1-14-6-18-26(20-10-16(34)11-24(40-4)30(20)32(37)28(18)22(35)8-14)27-19-7-15(2)9-23(36)29(19)33(38)31-21(27)12-17(39-3)13-25(31)41-5/h6-13,26-27,34-36H,1-5H3/t26-,27-/m1/s1"|"BWKZQMHHIFWJID-KAYWLYCHSA-N"|"COC1=CC(OC)=C2C(=O)C3=C(O)C=C(C)C=C3[C@@H]([C@@H]3C4=CC(C)=CC(O)=C4C(=O)C4=C(OC)C=C(O)C=C43)C2=C1"
"189301"|"Asperteramide A"|"C26H27N3O6"|"477.19"|"N|"25853"|"N|"InChI=1S/C26H27N3O6/c1-33-24(30)27-21-9-4-17(5-10-21)14-19-8-13-23(29-26(32)35-3)20(16-19)15-18-6-11-22(12-7-18)28-25(31)34-2/h4-13,16H,14-15H2,1-3H3,(H,27,30)(H,28,31)(H,29,32)"|"KZFOSAHWGWCDDK-UHFFFAOYSA-N"|"COC(=O)NC1=CC=C(CC2=CC(CC3=CC=C(NC(=O)OC)C=C3)=C(NC(=O)OC)C=C2)C=C1"
"189302"|"Terreustoxin E"|"C26H34O8"|"474.2254"|"N|"25946"|"N|"InChI=1S/C26H34O8/c1-12-11-14-23(5)10-9-15(27)22(3,4)17(23)16(28)19(30)25(14,7)26(21(32)33-8)18(29)13(2)34-20(31)24(12,26)6/h13-14,17,19,30H,1,9-11H2,2-8H3/t13-,14+,17-,19-,23+,24+,25-,26+/m1/s1"|"DTCVESNFTXDLOC-ARJPJSCDSA-N"|"C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3C(=O)[C@@H](O)[C@]2(C)[C@]2(C(=O)OC)C(=O)[C@@H](C)OC(=O)[C@]12C"
"189303"|"Terreustoxin F"|"C26H34O8"|"474.2254"|"N|"25947"|"N|"InChI=1S/C26H34O8/c1-12-11-14-23(5)10-9-15(27)22(3,4)17(23)16(28)19(30)25(14,7)26(21(32)33-8)18(29)13(2)34-20(31)24(12,26)6/h13-14,17,19,30H,1,9-11H2,2-8H3/t13-,14-,17+,19+,23-,24-,25+,26-/m0/s1"|"DTCVESNFTXDLOC-IIWCYKIJSA-N"|"C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3C(=O)[C@@H](O)[C@]2(C)[C@]2(C(=O)OC)C(=O)[C@H](C)OC(=O)[C@]12C"
"189304"|"Terreustoxin G"|"C24H32O6"|"416.2199"|"N|"25948"|"N|"InChI=1S/C24H32O6/c1-11-10-13-22(5)9-8-14(25)21(3,4)16(22)15(26)19(28)24(13,7)17-20(29)30-12(2)18(27)23(11,17)6/h12-13,16-17,19,28H,1,8-10H2,2-7H3/t12-,13-,16+,17-,19-,22-,23+,24-/m0/s1"|"OJCUHOMXXINHDN-YMFBSIIISA-N"|"C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3C(=O)[C@H](O)[C@]2(C)[C@H]2C(=O)O[C@@H](C)C(=O)[C@]12C"
"189305"|"Terreustoxin H"|"C24H32O6"|"416.2199"|"N|"25949"|"N|"InChI=1S/C24H32O6/c1-11-10-13-22(5)9-8-14(25)21(3,4)16(22)15(26)19(28)24(13,7)17-20(29)30-12(2)18(27)23(11,17)6/h12-13,15-17,26H,1,8-10H2,2-7H3/t12-,13-,15+,16+,17-,22-,23+,24-/m0/s1"|"BRAVONLOWRWBLZ-MOQICLLJSA-N"|"C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3[C@@H](O)C(=O)[C@]2(C)[C@H]2C(=O)O[C@@H](C)C(=O)[C@]12C"
"189306"|"Terreustoxin I"|"C26H30O8"|"470.1941"|"N|"25950"|"N|"InChI=1S/C26H30O8/c1-12-11-13-23(4)10-9-14(27)22(2,3)16(23)15(28)18(29)25(13,6)17-19(30)34-26(7,21(32)33-8)20(31)24(12,17)5/h11,17,28H,1,9-10H2,2-8H3/t17-,23-,24+,25-,26-/m0/s1"|"KHTDLEZHJSFANO-UTZZIKNXSA-N"|"C=C1C=C2[C@]3(C)CCC(=O)C(C)(C)C3=C(O)C(=O)[C@]2(C)[C@H]2C(=O)O[C@](C)(C(=O)OC)C(=O)[C@]12C"
"189307"|"Terreustoxin J"|"C27H38O9"|"506.2516"|"N|"25951"|"N|"InChI=1S/C27H38O9/c1-13-12-15-25(5)11-10-16(28)24(3,4)18(25)17(29)20(30)27(15,7)19(26(13,6)23(33)35-9)22(32)36-14(2)21(31)34-8/h14-15,18-20,30H,1,10-12H2,2-9H3/t14?,15-,18+,19-,20+,25-,26+,27-/m0/s1"|"FVNVSTYAKOHNNS-DAOGOMQSSA-N"|"C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3C(=O)[C@@H](O)[C@]2(C)[C@@H](C(=O)OC(C)C(=O)OC)[C@]1(C)C(=O)OC"
"189308"|"Terreustoxin K"|"C28H40O9"|"520.2672"|"N|"25952"|"N|"InChI=1S/C28H40O9/c1-10-36-24(34)27(7)14(2)13-16-26(6)12-11-17(29)25(4,5)19(26)18(30)21(31)28(16,8)20(27)23(33)37-15(3)22(32)35-9/h15-16,19-21,31H,2,10-13H2,1,3-9H3/t15?,16-,19+,20-,21+,26-,27+,28-/m0/s1"|"NXQQLEPWUXGBAH-LXLMGQFMSA-N"|"C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3C(=O)[C@@H](O)[C@]2(C)[C@@H](C(=O)OC(C)C(=O)OC)[C@]1(C)C(=O)OCC"
"189309"|"Terreustoxin A"|"C26H36O8"|"476.241"|"N|"25953"|"N|"InChI=1S/C26H36O8/c1-12-11-13-23(4)10-9-14(27)22(2,3)16(23)15(28)18(29)25(13,6)17-19(30)34-26(7,21(32)33-8)20(31)24(12,17)5/h13,15-18,28-29H,1,9-11H2,2-8H3/t13-,15+,16+,17-,18+,23-,24+,25-,26-/m0/s1"|"GVJWSIBVKQDNPN-GQNBQQLRSA-N"|"C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3[C@@H](O)[C@@H](O)[C@]2(C)[C@H]2C(=O)O[C@](C)(C(=O)OC)C(=O)[C@]12C"
"189310"|"Terreustoxin B"|"C26H36O8"|"476.241"|"N|"25954"|"N|"InChI=1S/C26H36O8/c1-12-11-13-23(4)10-9-14(27)22(2,3)16(23)15(28)18(29)25(13,6)17-19(30)34-26(7,21(32)33-8)20(31)24(12,17)5/h13,15-18,28-29H,1,9-11H2,2-8H3/t13-,15+,16+,17+,18+,23-,24+,25-,26-/m0/s1"|"GVJWSIBVKQDNPN-ITBXVHDFSA-N"|"C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3[C@@H](O)[C@@H](O)[C@]2(C)[C@@H]2C(=O)O[C@](C)(C(=O)OC)C(=O)[C@]12C"
